集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2021,04,宮城県,J,金融業，保険業,60～64歳,40.65,64.33,552.13
2021,04,宮城県,J,金融業，保険業,65～69歳,58.27,65.77,765.01
2021,04,宮城県,J,金融業，保険業,70歳～,30.18,55.23,417.39
2021,04,宮城県,K,不動産業，物品賃貸業,年齢計,29.36,99.19,451.51
2021,04,宮城県,K,不動産業，物品賃貸業,～19歳,-,-,-
2021,04,宮城県,K,不動産業，物品賃貸業,20～24歳,20,41.48,281.48
2021,04,宮城県,K,不動産業，物品賃貸業,25～29歳,21.64,76.81,336.49
2021,04,宮城県,K,不動産業，物品賃貸業,30～34歳,25.45,88.9,394.3
2021,04,宮城県,K,不動産業，物品賃貸業,35～39歳,28.29,94.48,433.96
2021,04,宮城県,K,不動産業，物品賃貸業,40～44歳,30.55,109.99,476.59
2021,04,宮城県,K,不動産業，物品賃貸業,45～49歳,35.35,124.09,548.29
2021,04,宮城県,K,不動産業，物品賃貸業,50～54歳,40.4,140.14,624.94
2021,04,宮城県,K,不動産業，物品賃貸業,55～59歳,35.68,143.77,571.93
2021,04,宮城県,K,不動産業，物品賃貸業,60～64歳,27.92,60.48,395.52
2021,04,宮城県,K,不動産業，物品賃貸業,65～69歳,22.3,35.19,302.79
2021,04,宮城県,K,不動産業，物品賃貸業,70歳～,20.52,33.42,279.66
2021,04,宮城県,L,学術研究，専門・技術サービス業,年齢計,34.54,115.43,529.91
2021,04,宮城県,L,学術研究，専門・技術サービス業,～19歳,15.94,0,191.28
2021,04,宮城県,L,学術研究，専門・技術サービス業,20～24歳,22.8,62.21,335.81
2021,04,宮城県,L,学術研究，専門・技術サービス業,25～29歳,26.87,91.91,414.35
2021,04,宮城県,L,学術研究，専門・技術サービス業,30～34歳,30.28,89.72,453.08
2021,04,宮城県,L,学術研究，専門・技術サービス業,35～39歳,33.52,114.2,516.44
2021,04,宮城県,L,学術研究，専門・技術サービス業,40～44歳,36.07,118.72,551.56
2021,04,宮城県,L,学術研究，専門・技術サービス業,45～49歳,43.64,158.44,682.12
2021,04,宮城県,L,学術研究，専門・技術サービス業,50～54歳,46.87,179.46,741.9
2021,04,宮城県,L,学術研究，専門・技術サービス業,55～59歳,43.98,164.29,692.05
2021,04,宮城県,L,学術研究，専門・技術サービス業,60～64歳,31.41,90.94,467.86
2021,04,宮城県,L,学術研究，専門・技術サービス業,65～69歳,32.04,47.69,432.17
2021,04,宮城県,L,学術研究，専門・技術サービス業,70歳～,20.66,14.37,262.29
2021,04,宮城県,M,宿泊業，飲食サービス業,年齢計,22.58,25.2,296.16
2021,04,宮城県,M,宿泊業，飲食サービス業,～19歳,15.61,0.93,188.25
2021,04,宮城県,M,宿泊業，飲食サービス業,20～24歳,19.01,16.42,244.54
2021,04,宮城県,M,宿泊業，飲食サービス業,25～29歳,19.98,28.76,268.52
2021,04,宮城県,M,宿泊業，飲食サービス業,30～34歳,23.31,41.99,321.71
2021,04,宮城県,M,宿泊業，飲食サービス業,35～39歳,23.67,27.05,311.09
2021,04,宮城県,M,宿泊業，飲食サービス業,40～44歳,23.37,29.23,309.67
2021,04,宮城県,M,宿泊業，飲食サービス業,45～49歳,25.1,35.21,336.41
2021,04,宮城県,M,宿泊業，飲食サービス業,50～54歳,23.81,17.48,303.2
2021,04,宮城県,M,宿泊業，飲食サービス業,55～59歳,24.31,13.3,305.02
2021,04,宮城県,M,宿泊業，飲食サービス業,60～64歳,23.25,23.16,302.16
2021,04,宮城県,M,宿泊業，飲食サービス業,65～69歳,17.89,5.48,220.16
2021,04,宮城県,M,宿泊業，飲食サービス業,70歳～,15.06,0.92,181.64
2021,04,宮城県,N,生活関連サービス業，娯楽業,年齢計,21.38,18.84,275.4
2021,04,宮城県,N,生活関連サービス業，娯楽業,～19歳,12.01,3.59,147.71
2021,04,宮城県,N,生活関連サービス業，娯楽業,20～24歳,19.33,15.35,247.31
2021,04,宮城県,N,生活関連サービス業，娯楽業,25～29歳,19.82,14.83,252.67
2021,04,宮城県,N,生活関連サービス業，娯楽業,30～34歳,18,11.7,227.7
2021,04,宮城県,N,生活関連サービス業，娯楽業,35～39歳,21.09,18.14,271.22
2021,04,宮城県,N,生活関連サービス業，娯楽業,40～44歳,24.64,23.66,319.34
2021,04,宮城県,N,生活関連サービス業，娯楽業,45～49歳,24.9,25.46,324.26
2021,04,宮城県,N,生活関連サービス業，娯楽業,50～54歳,21.48,28.16,285.92
2021,04,宮城県,N,生活関連サービス業，娯楽業,55～59歳,22.78,15.17,288.53
2021,04,宮城県,N,生活関連サービス業，娯楽業,60～64歳,20.52,12.87,259.11
2021,04,宮城県,N,生活関連サービス業，娯楽業,65～69歳,17.23,5.24,212
2021,04,宮城県,N,生活関連サービス業，娯楽業,70歳～,38.46,0,461.52
2021,04,宮城県,O,教育，学習支援業,年齢計,36.49,122.23,560.11
2021,04,宮城県,O,教育，学習支援業,～19歳,15.97,0,191.64
2021,04,宮城県,O,教育，学習支援業,20～24歳,20.46,45.81,291.33
2021,04,宮城県,O,教育，学習支援業,25～29歳,23.9,74.69,361.49
2021,04,宮城県,O,教育，学習支援業,30～34歳,27.96,83.28,418.8
2021,04,宮城県,O,教育，学習支援業,35～39歳,34.52,110.11,524.35
2021,04,宮城県,O,教育，学習支援業,40～44歳,36.02,124.49,556.73
2021,04,宮城県,O,教育，学習支援業,45～49歳,39.68,144.26,620.42
2021,04,宮城県,O,教育，学習支援業,50～54歳,45.34,163,707.08
2021,04,宮城県,O,教育，学習支援業,55～59歳,50.93,204.09,815.25
2021,04,宮城県,O,教育，学習支援業,60～64歳,52.27,173.78,801.02
2021,04,宮城県,O,教育，学習支援業,65～69歳,46.17,114.02,668.06
2021,04,宮城県,O,教育，学習支援業,70歳～,29.98,56.78,416.54
2021,04,宮城県,P,医療，福祉,年齢計,27.53,71.27,401.63
2021,04,宮城県,P,医療，福祉,～19歳,18.16,14.29,232.21
2021,04,宮城県,P,医療，福祉,20～24歳,21.29,34.03,289.51
2021,04,宮城県,P,医療，福祉,25～29歳,24.04,60.81,349.29
2021,04,宮城県,P,医療，福祉,30～34歳,25.31,56.5,360.22
2021,04,宮城県,P,医療，福祉,35～39歳,27.61,73.15,404.47
2021,04,宮城県,P,医療，福祉,40～44歳,29.49,78.44,432.32
2021,04,宮城県,P,医療，福祉,45～49歳,29.94,91.26,450.54
2021,04,宮城県,P,医療，福祉,50～54歳,31.57,99.43,478.27
2021,04,宮城県,P,医療，福祉,55～59歳,32.65,85.71,477.51
2021,04,宮城県,P,医療，福祉,60～64歳,28.77,79.04,424.28
2021,04,宮城県,P,医療，福祉,65～69歳,28.93,59.43,406.59
2021,04,宮城県,P,医療，福祉,70歳～,20.46,56.71,302.23
2021,04,宮城県,Q,複合サービス事業,年齢計,27.69,82.62,414.9
2021,04,宮城県,Q,複合サービス事業,～19歳,15.05,7.09,187.69
2021,04,宮城県,Q,複合サービス事業,20～24歳,18.16,45.16,263.08
2021,04,宮城県,Q,複合サービス事業,25～29歳,20.83,48.04,298
2021,04,宮城県,Q,複合サービス事業,30～34歳,23.99,68.08,355.96
2021,04,宮城県,Q,複合サービス事業,35～39歳,24.02,52.5,340.74
2021,04,宮城県,Q,複合サービス事業,40～44歳,29.55,89.47,444.07
2021,04,宮城県,Q,複合サービス事業,45～49歳,31.92,100.41,483.45
2021,04,宮城県,Q,複合サービス事業,50～54歳,36.76,132.53,573.65
2021,04,宮城県,Q,複合サービス事業,55～59歳,38.92,129.48,596.52
2021,04,宮城県,Q,複合サービス事業,60～64歳,23.47,75.39,357.03
2021,04,宮城県,Q,複合サービス事業,65～69歳,20.62,65.9,313.34
2021,04,宮城県,Q,複合サービス事業,70歳～,-,-,-
2021,04,宮城県,R,サービス業（他に分類されないもの）,年齢計,23.77,41.51,326.75
2021,04,宮城県,R,サービス業（他に分類されないもの）,～19歳,17.91,11.85,226.77
2021,04,宮城県,R,サービス業（他に分類されないもの）,20～24歳,20.05,18.53,259.13
2021,04,宮城県,R,サービス業（他に分類されないもの）,25～29歳,21.81,35.64,297.36
2021,04,宮城県,R,サービス業（他に分類されないもの）,30～34歳,22.35,41.18,309.38
2021,04,宮城県,R,サービス業（他に分類されないもの）,35～39歳,23.61,38.03,321.35
2021,04,宮城県,R,サービス業（他に分類されないもの）,40～44歳,23.31,44.13,323.85
2021,04,宮城県,R,サービス業（他に分類されないもの）,45～49歳,26.25,54.11,369.11
2021,04,宮城県,R,サービス業（他に分類されないもの）,50～54歳,28.01,59.75,395.87
2021,04,宮城県,R,サービス業（他に分類されないもの）,55～59歳,26.02,58.46,370.7
2021,04,宮城県,R,サービス業（他に分類されないもの）,60～64歳,24.35,39.36,331.56
2021,04,宮城県,R,サービス業（他に分類されないもの）,65～69歳,20.6,11.99,259.19
2021,04,宮城県,R,サービス業（他に分類されないもの）,70歳～,17.97,6.23,221.87
2021,05,秋田県,C,鉱業，採石業，砂利採取業,年齢計,23.61,56.2,339.52
2021,05,秋田県,C,鉱業，採石業，砂利採取業,～19歳,16.28,16.25,211.61
2021,05,秋田県,C,鉱業，採石業，砂利採取業,20～24歳,22.72,56.3,328.94
2021,05,秋田県,C,鉱業，採石業，砂利採取業,25～29歳,20.73,0,248.76
2021,05,秋田県,C,鉱業，採石業，砂利採取業,30～34歳,21.79,62.12,323.6
2021,05,秋田県,C,鉱業，採石業，砂利採取業,35～39歳,23.13,74.71,352.27
2021,05,秋田県,C,鉱業，採石業，砂利採取業,40～44歳,22.59,50,321.08
2021,05,秋田県,C,鉱業，採石業，砂利採取業,45～49歳,22.53,56.73,327.09
2021,05,秋田県,C,鉱業，採石業，砂利採取業,50～54歳,26.57,65.09,383.93
2021,05,秋田県,C,鉱業，採石業，砂利採取業,55～59歳,29.15,71.18,420.98
2021,05,秋田県,C,鉱業，採石業，砂利採取業,60～64歳,20.41,43.49,288.41
2021,05,秋田県,C,鉱業，採石業，砂利採取業,65～69歳,23.39,58.57,339.25
2021,05,秋田県,C,鉱業，採石業，砂利採取業,70歳～,24.06,40.93,329.65
2021,05,秋田県,D,建設業,年齢計,26.91,68.97,391.89
2021,05,秋田県,D,建設業,～19歳,17.27,16.19,223.43
2021,05,秋田県,D,建設業,20～24歳,20.68,50.62,298.78
2021,05,秋田県,D,建設業,25～29歳,22.65,57.34,329.14
2021,05,秋田県,D,建設業,30～34歳,25.06,76.47,377.19
2021,05,秋田県,D,建設業,35～39歳,25.58,57.64,364.6
2021,05,秋田県,D,建設業,40～44歳,29.2,74.25,424.65
2021,05,秋田県,D,建設業,45～49歳,29.89,92.44,451.12
2021,05,秋田県,D,建設業,50～54歳,28.95,75.27,422.67
2021,05,秋田県,D,建設業,55～59歳,27.18,62.06,388.22
2021,05,秋田県,D,建設業,60～64歳,29.21,89.51,440.03
2021,05,秋田県,D,建設業,65～69歳,24.6,45.96,341.16
2021,05,秋田県,D,建設業,70歳～,21.05,29.24,281.84
2021,05,秋田県,E,製造業,年齢計,22.65,52.02,323.82
2021,05,秋田県,E,製造業,～19歳,16.4,12.34,209.14
2021,05,秋田県,E,製造業,20～24歳,17.72,39.92,252.56
2021,05,秋田県,E,製造業,25～29歳,19.62,44.32,279.76
2021,05,秋田県,E,製造業,30～34歳,20.47,45.8,291.44
2021,05,秋田県,E,製造業,35～39歳,22.45,53.1,322.5
2021,05,秋田県,E,製造業,40～44歳,23.12,56.07,333.51
2021,05,秋田県,E,製造業,45～49歳,25.42,68.73,373.77
2021,05,秋田県,E,製造業,50～54歳,25.5,64.86,370.86
2021,05,秋田県,E,製造業,55～59歳,25.93,62.43,373.59
2021,05,秋田県,E,製造業,60～64歳,20.72,34.41,283.05
2021,05,秋田県,E,製造業,65～69歳,18.54,11.18,233.66
2021,05,秋田県,E,製造業,70歳～,15.74,3.97,192.85
2021,05,秋田県,F,電気・ガス・熱供給・水道業,年齢計,29.04,109.37,457.85
2021,05,秋田県,F,電気・ガス・熱供給・水道業,～19歳,18.49,26.18,248.06
2021,05,秋田県,F,電気・ガス・熱供給・水道業,20～24歳,21,69.62,321.62
2021,05,秋田県,F,電気・ガス・熱供給・水道業,25～29歳,20.99,90.94,342.82
2021,05,秋田県,F,電気・ガス・熱供給・水道業,30～34歳,24.19,87.88,378.16
2021,05,秋田県,F,電気・ガス・熱供給・水道業,35～39歳,24.82,92.57,390.41
2021,05,秋田県,F,電気・ガス・熱供給・水道業,40～44歳,30.16,119.37,481.29
2021,05,秋田県,F,電気・ガス・熱供給・水道業,45～49歳,33.29,134.23,533.71
2021,05,秋田県,F,電気・ガス・熱供給・水道業,50～54歳,38.04,157.39,613.87
2021,05,秋田県,F,電気・ガス・熱供給・水道業,55～59歳,36.55,136.45,575.05
2021,05,秋田県,F,電気・ガス・熱供給・水道業,60～64歳,21.72,52.08,312.72
2021,05,秋田県,F,電気・ガス・熱供給・水道業,65～69歳,23.42,0.96,282
2021,05,秋田県,F,電気・ガス・熱供給・水道業,70歳～,-,-,-
2021,05,秋田県,G,情報通信業,年齢計,31.66,90.79,470.71
2021,05,秋田県,G,情報通信業,～19歳,-,-,-
2021,05,秋田県,G,情報通信業,20～24歳,20.82,42.35,292.19
2021,05,秋田県,G,情報通信業,25～29歳,23.1,80.8,358
2021,05,秋田県,G,情報通信業,30～34歳,24.69,80.89,377.17
2021,05,秋田県,G,情報通信業,35～39歳,28.91,91.39,438.31
2021,05,秋田県,G,情報通信業,40～44歳,31.71,98.31,478.83
2021,05,秋田県,G,情報通信業,45～49歳,34.42,89.21,502.25
2021,05,秋田県,G,情報通信業,50～54歳,39.34,114.83,586.91
2021,05,秋田県,G,情報通信業,55～59歳,41.17,117.56,611.6
2021,05,秋田県,G,情報通信業,60～64歳,25.12,52.04,353.48
2021,05,秋田県,G,情報通信業,65～69歳,21.53,15.43,273.79
2021,05,秋田県,G,情報通信業,70歳～,-,-,-
2021,05,秋田県,H,運輸業，郵便業,年齢計,24.29,49.79,341.27
2021,05,秋田県,H,運輸業，郵便業,～19歳,16.95,31.87,235.27
2021,05,秋田県,H,運輸業，郵便業,20～24歳,18.45,62.25,283.65
2021,05,秋田県,H,運輸業，郵便業,25～29歳,23.23,87.03,365.79
2021,05,秋田県,H,運輸業，郵便業,30～34歳,25.22,68.01,370.65
2021,05,秋田県,H,運輸業，郵便業,35～39歳,25.97,73.66,385.3
2021,05,秋田県,H,運輸業，郵便業,40～44歳,27.52,81.24,411.48
2021,05,秋田県,H,運輸業，郵便業,45～49歳,25.71,52.46,360.98
2021,05,秋田県,H,運輸業，郵便業,50～54歳,23.42,29.25,310.29
2021,05,秋田県,H,運輸業，郵便業,55～59歳,27.52,57.02,387.26
2021,05,秋田県,H,運輸業，郵便業,60～64歳,22.4,37.03,305.83
2021,05,秋田県,H,運輸業，郵便業,65～69歳,18.86,4.27,230.59
2021,05,秋田県,H,運輸業，郵便業,70歳～,16,3.16,195.16
2021,05,秋田県,I,卸売業，小売業,年齢計,22.86,47.49,321.81
2021,05,秋田県,I,卸売業，小売業,～19歳,16.56,11.9,210.62
2021,05,秋田県,I,卸売業，小売業,20～24歳,17.48,24.67,234.43
2021,05,秋田県,I,卸売業，小売業,25～29歳,19.49,48.72,282.6
2021,05,秋田県,I,卸売業，小売業,30～34歳,20.94,46.39,297.67
2021,05,秋田県,I,卸売業，小売業,35～39歳,23.8,50.54,336.14
2021,05,秋田県,I,卸売業，小売業,40～44歳,23.72,52.05,336.69
2021,05,秋田県,I,卸売業，小売業,45～49歳,24.92,57.32,356.36
2021,05,秋田県,I,卸売業，小売業,50～54歳,26.08,56.63,369.59
2021,05,秋田県,I,卸売業，小売業,55～59歳,24.53,51.56,345.92
2021,05,秋田県,I,卸売業，小売業,60～64歳,21.18,34.42,288.58
2021,05,秋田県,I,卸売業，小売業,65～69歳,19.98,19,258.76
2021,05,秋田県,I,卸売業，小売業,70歳～,15.79,19,208.48
2021,05,秋田県,J,金融業，保険業,年齢計,32.36,112.85,501.17
2021,05,秋田県,J,金融業，保険業,～19歳,16.67,23.25,223.29
2021,05,秋田県,J,金融業，保険業,20～24歳,20.8,34.89,284.49
2021,05,秋田県,J,金融業，保険業,25～29歳,24.16,77.38,367.3
2021,05,秋田県,J,金融業，保険業,30～34歳,27.37,100.82,429.26
2021,05,秋田県,J,金融業，保険業,35～39歳,32.53,127.51,517.87
2021,05,秋田県,J,金融業，保険業,40～44歳,33.09,122.32,519.4
2021,05,秋田県,J,金融業，保険業,45～49歳,41.22,163.45,658.09
2021,05,秋田県,J,金融業，保険業,50～54歳,42.65,165.79,677.59
2021,05,秋田県,J,金融業，保険業,55～59歳,36.72,133.44,574.08
2021,05,秋田県,J,金融業，保険業,60～64歳,25.72,52.51,361.15
2021,05,秋田県,J,金融業，保険業,65～69歳,31.88,52.53,435.09
2021,05,秋田県,J,金融業，保険業,70歳～,23.2,53.01,331.41
2021,05,秋田県,K,不動産業，物品賃貸業,年齢計,25.98,73.71,385.47
2021,05,秋田県,K,不動産業，物品賃貸業,～19歳,18.18,13.92,232.08
2021,05,秋田県,K,不動産業，物品賃貸業,20～24歳,19.16,20.21,250.13
2021,05,秋田県,K,不動産業，物品賃貸業,25～29歳,21.23,55.48,310.24
2021,05,秋田県,K,不動産業，物品賃貸業,30～34歳,22.84,78.85,352.93
2021,05,秋田県,K,不動産業，物品賃貸業,35～39歳,24.87,71.64,370.08
2021,05,秋田県,K,不動産業，物品賃貸業,40～44歳,28.27,103.82,443.06
2021,05,秋田県,K,不動産業，物品賃貸業,45～49歳,28.79,94,439.48
2021,05,秋田県,K,不動産業，物品賃貸業,50～54歳,28.81,77.35,423.07
2021,05,秋田県,K,不動産業，物品賃貸業,55～59歳,29.56,90.65,445.37
2021,05,秋田県,K,不動産業，物品賃貸業,60～64歳,26.02,50.18,362.42
2021,05,秋田県,K,不動産業，物品賃貸業,65～69歳,22.52,30.42,300.66
2021,05,秋田県,K,不動産業，物品賃貸業,70歳～,18.25,25.32,244.32
2021,05,秋田県,L,学術研究，専門・技術サービス業,年齢計,29.68,91.9,448.06
2021,05,秋田県,L,学術研究，専門・技術サービス業,～19歳,16.47,0.9,198.54
2021,05,秋田県,L,学術研究，専門・技術サービス業,20～24歳,19.91,52.44,291.36
2021,05,秋田県,L,学術研究，専門・技術サービス業,25～29歳,21.66,75.36,335.28
2021,05,秋田県,L,学術研究，専門・技術サービス業,30～34歳,24.02,76.11,364.35
2021,05,秋田県,L,学術研究，専門・技術サービス業,35～39歳,25.09,87.38,388.46
2021,05,秋田県,L,学術研究，専門・技術サービス業,40～44歳,29.62,96.46,451.9
2021,05,秋田県,L,学術研究，専門・技術サービス業,45～49歳,32.88,132.72,527.28
2021,05,秋田県,L,学術研究，専門・技術サービス業,50～54歳,36.1,117.3,550.5
2021,05,秋田県,L,学術研究，専門・技術サービス業,55～59歳,34.8,101.33,518.93
2021,05,秋田県,L,学術研究，専門・技術サービス業,60～64歳,32.86,75.05,469.37
2021,05,秋田県,L,学術研究，専門・技術サービス業,65～69歳,26.55,38.04,356.64
2021,05,秋田県,L,学術研究，専門・技術サービス業,70歳～,31.58,46.39,425.35
2021,05,秋田県,M,宿泊業，飲食サービス業,年齢計,19.72,14.57,251.21
2021,05,秋田県,M,宿泊業，飲食サービス業,～19歳,13.03,3.18,159.54
2021,05,秋田県,M,宿泊業，飲食サービス業,20～24歳,16.84,5.15,207.23
2021,05,秋田県,M,宿泊業，飲食サービス業,25～29歳,17.58,14.86,225.82
2021,05,秋田県,M,宿泊業，飲食サービス業,30～34歳,18.94,11.26,238.54
2021,05,秋田県,M,宿泊業，飲食サービス業,35～39歳,21.36,22.56,278.88
2021,05,秋田県,M,宿泊業，飲食サービス業,40～44歳,21.78,19.8,281.16
2021,05,秋田県,M,宿泊業，飲食サービス業,45～49歳,22.32,19.25,287.09
2021,05,秋田県,M,宿泊業，飲食サービス業,50～54歳,20.26,12.7,255.82
2021,05,秋田県,M,宿泊業，飲食サービス業,55～59歳,22.19,24.56,290.84
2021,05,秋田県,M,宿泊業，飲食サービス業,60～64歳,18.15,6.58,224.38
2021,05,秋田県,M,宿泊業，飲食サービス業,65～69歳,16.94,3.29,206.57
2021,05,秋田県,M,宿泊業，飲食サービス業,70歳～,14.86,2.18,180.5
2021,05,秋田県,N,生活関連サービス業，娯楽業,年齢計,21.92,29.12,292.16
2021,05,秋田県,N,生活関連サービス業，娯楽業,～19歳,15.86,4.25,194.57
2021,05,秋田県,N,生活関連サービス業，娯楽業,20～24歳,17.64,15.74,227.42
2021,05,秋田県,N,生活関連サービス業，娯楽業,25～29歳,17.73,14.37,227.13
2021,05,秋田県,N,生活関連サービス業，娯楽業,30～34歳,20.3,23.88,267.48
2021,05,秋田県,N,生活関連サービス業，娯楽業,35～39歳,21.4,23.8,280.6
2021,05,秋田県,N,生活関連サービス業，娯楽業,40～44歳,26.49,55.76,373.64
2021,05,秋田県,N,生活関連サービス業，娯楽業,45～49歳,22.42,34.87,303.91
2021,05,秋田県,N,生活関連サービス業，娯楽業,50～54歳,26.84,32.76,354.84
2021,05,秋田県,N,生活関連サービス業，娯楽業,55～59歳,25.9,45.13,355.93
2021,05,秋田県,N,生活関連サービス業，娯楽業,60～64歳,20.27,16.45,259.69
2021,05,秋田県,N,生活関連サービス業，娯楽業,65～69歳,19.01,15.09,243.21
2021,05,秋田県,N,生活関連サービス業，娯楽業,70歳～,19.14,0,229.68
2021,05,秋田県,O,教育，学習支援業,年齢計,30.33,98.7,462.66
2021,05,秋田県,O,教育，学習支援業,～19歳,-,-,-
2021,05,秋田県,O,教育，学習支援業,20～24歳,17.67,35.74,247.78
2021,05,秋田県,O,教育，学習支援業,25～29歳,20.96,55.65,307.17
2021,05,秋田県,O,教育，学習支援業,30～34歳,23.12,75.63,353.07
2021,05,秋田県,O,教育，学習支援業,35～39歳,31.54,84.77,463.25
2021,05,秋田県,O,教育，学習支援業,40～44歳,33.14,106.87,504.55
2021,05,秋田県,O,教育，学習支援業,45～49歳,33.04,122.23,518.71
2021,05,秋田県,O,教育，学習支援業,50～54歳,37.92,138.78,593.82
2021,05,秋田県,O,教育，学習支援業,55～59歳,43.34,168.71,688.79
2021,05,秋田県,O,教育，学習支援業,60～64歳,33.43,111.95,513.11
2021,05,秋田県,O,教育，学習支援業,65～69歳,20.97,34.47,286.11
2021,05,秋田県,O,教育，学習支援業,70歳～,26.25,105.79,420.79
2021,05,秋田県,P,医療，福祉,年齢計,26.32,72.71,388.55
2021,05,秋田県,P,医療，福祉,～19歳,-,-,-
2021,05,秋田県,P,医療，福祉,20～24歳,21.37,45.59,302.03
2021,05,秋田県,P,医療，福祉,25～29歳,23.09,56.1,333.18
2021,05,秋田県,P,医療，福祉,30～34歳,26.95,74.22,397.62
2021,05,秋田県,P,医療，福祉,35～39歳,26.57,69.79,388.63
2021,05,秋田県,P,医療，福祉,40～44歳,26.8,82.15,403.75
2021,05,秋田県,P,医療，福祉,45～49歳,26.03,82.08,394.44
2021,05,秋田県,P,医療，福祉,50～54歳,27,89.71,413.71
2021,05,秋田県,P,医療，福祉,55～59歳,30.51,77.04,443.16
2021,05,秋田県,P,医療，福祉,60～64歳,27.45,64.42,393.82
2021,05,秋田県,P,医療，福祉,65～69歳,18.62,25.97,249.41
2021,05,秋田県,P,医療，福祉,70歳～,20.46,73.48,319
2021,05,秋田県,Q,複合サービス事業,年齢計,27.01,66.71,390.83
2021,05,秋田県,Q,複合サービス事業,～19歳,15.16,15.32,197.24
2021,05,秋田県,Q,複合サービス事業,20～24歳,18.33,50.86,270.82
2021,05,秋田県,Q,複合サービス事業,25～29歳,20.78,35.16,284.52
2021,05,秋田県,Q,複合サービス事業,30～34歳,23.68,61.54,345.7
2021,05,秋田県,Q,複合サービス事業,35～39歳,25.93,76.62,387.78
2021,05,秋田県,Q,複合サービス事業,40～44歳,28.46,73.52,415.04
2021,05,秋田県,Q,複合サービス事業,45～49歳,29.42,67.99,421.03
2021,05,秋田県,Q,複合サービス事業,50～54歳,32.08,79.97,464.93
2021,05,秋田県,Q,複合サービス事業,55～59歳,31.4,75.47,452.27
2021,05,秋田県,Q,複合サービス事業,60～64歳,20.41,52.36,297.28
2021,05,秋田県,Q,複合サービス事業,65～69歳,20.08,19.77,260.73
2021,05,秋田県,Q,複合サービス事業,70歳～,-,-,-
2021,05,秋田県,R,サービス業（他に分類されないもの）,年齢計,21.58,41.62,300.58
2021,05,秋田県,R,サービス業（他に分類されないもの）,～19歳,16.29,3.58,199.06
2021,05,秋田県,R,サービス業（他に分類されないもの）,20～24歳,18.17,28.24,246.28
2021,05,秋田県,R,サービス業（他に分類されないもの）,25～29歳,19.35,30.39,262.59
2021,05,秋田県,R,サービス業（他に分類されないもの）,30～34歳,19.8,30.93,268.53
2021,05,秋田県,R,サービス業（他に分類されないもの）,35～39歳,24.09,50.76,339.84
2021,05,秋田県,R,サービス業（他に分類されないもの）,40～44歳,22.14,45.6,311.28
2021,05,秋田県,R,サービス業（他に分類されないもの）,45～49歳,23.16,51.38,329.3
2021,05,秋田県,R,サービス業（他に分類されないもの）,50～54歳,25.09,64.24,365.32
2021,05,秋田県,R,サービス業（他に分類されないもの）,55～59歳,22.99,53.33,329.21
2021,05,秋田県,R,サービス業（他に分類されないもの）,60～64歳,20.32,29.62,273.46
2021,05,秋田県,R,サービス業（他に分類されないもの）,65～69歳,18.39,24.03,244.71
2021,05,秋田県,R,サービス業（他に分類されないもの）,70歳～,16.96,16.67,220.19
2021,06,山形県,C,鉱業，採石業，砂利採取業,年齢計,25.2,50.3,352.7
2021,06,山形県,C,鉱業，採石業，砂利採取業,～19歳,17.34,21,229.08
2021,06,山形県,C,鉱業，採石業，砂利採取業,20～24歳,-,-,-
2021,06,山形県,C,鉱業，採石業，砂利採取業,25～29歳,25.31,102.67,406.39
2021,06,山形県,C,鉱業，採石業，砂利採取業,30～34歳,24.4,38,330.8
2021,06,山形県,C,鉱業，採石業，砂利採取業,35～39歳,28.69,104.1,448.38
2021,06,山形県,C,鉱業，採石業，砂利採取業,40～44歳,29.06,76.9,425.62
2021,06,山形県,C,鉱業，採石業，砂利採取業,45～49歳,25.06,57.55,358.27
2021,06,山形県,C,鉱業，採石業，砂利採取業,50～54歳,24.65,43.87,339.67
2021,06,山形県,C,鉱業，採石業，砂利採取業,55～59歳,25.49,49.22,355.1
2021,06,山形県,C,鉱業，採石業，砂利採取業,60～64歳,25.66,37.15,345.07
2021,06,山形県,C,鉱業，採石業，砂利採取業,65～69歳,16,7.33,199.33
2021,06,山形県,C,鉱業，採石業，砂利採取業,70歳～,18.5,3,225
2021,06,山形県,D,建設業,年齢計,29.48,91.59,445.35
2021,06,山形県,D,建設業,～19歳,20.02,59.08,299.32
2021,06,山形県,D,建設業,20～24歳,22.07,65.96,330.8
2021,06,山形県,D,建設業,25～29歳,26.91,71.29,394.21
2021,06,山形県,D,建設業,30～34歳,28.64,92.84,436.52
2021,06,山形県,D,建設業,35～39歳,29.17,89.39,439.43
2021,06,山形県,D,建設業,40～44歳,28.22,79.28,417.92
2021,06,山形県,D,建設業,45～49歳,33.29,122.94,522.42
2021,06,山形県,D,建設業,50～54歳,32.28,106.64,494
2021,06,山形県,D,建設業,55～59歳,32.48,123.73,513.49
2021,06,山形県,D,建設業,60～64歳,33.35,100.03,500.23
2021,06,山形県,D,建設業,65～69歳,32.38,81.21,469.77
2021,06,山形県,D,建設業,70歳～,21.23,25.92,280.68
2021,06,山形県,E,製造業,年齢計,25.14,70.25,371.93
2021,06,山形県,E,製造業,～19歳,17.28,14.99,222.35
2021,06,山形県,E,製造業,20～24歳,18.31,44.3,264.02
2021,06,山形県,E,製造業,25～29歳,19.96,52.51,292.03
