集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,業種中分類コード,業種中分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,年齢計,26.98,21.15,344.91
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,～19歳,16.94,0.27,203.55
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,20～24歳,19.39,8.96,241.64
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,25～29歳,21.42,17.48,274.52
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,30～34歳,23.09,25.98,303.06
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,35～39歳,25.36,16.33,320.65
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,40～44歳,28.71,35.03,379.55
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,45～49歳,33.26,28.3,427.42
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,50～54歳,27.26,12.6,339.72
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,55～59歳,33.46,21.32,422.84
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,60～64歳,33.78,47.19,452.55
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,65～69歳,25.78,4.48,313.84
2021,28,兵庫県,M,宿泊業，飲食サービス業,75,宿泊業,70歳～,19.19,14.58,244.86
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,年齢計,27.17,43.04,369.08
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,～19歳,16.93,15.56,218.72
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,20～24歳,19.37,27.42,259.86
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,25～29歳,22.51,20.53,290.65
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,30～34歳,26.8,40.9,362.5
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,35～39歳,26.7,43.99,364.39
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,40～44歳,34.36,67.79,480.11
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,45～49歳,29.61,51.38,406.7
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,50～54歳,33.72,55.21,459.85
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,55～59歳,33.48,63.46,465.22
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,60～64歳,25.22,56.09,358.73
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,65～69歳,26.45,26.02,343.42
2021,28,兵庫県,N,生活関連サービス業，娯楽業,80,娯楽業,70歳～,19.98,4.49,244.25
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,年齢計,40.57,147.51,634.35
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,～19歳,-,-,-
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,20～24歳,22.11,46.19,311.51
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,25～29歳,24.53,77.25,371.61
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,30～34歳,31.69,90.74,471.02
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,35～39歳,36.97,130.75,574.39
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,40～44歳,39.68,130.98,607.14
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,45～49歳,43.12,168.4,685.84
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,50～54歳,47.41,185.58,754.5
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,55～59歳,52.03,240.16,864.52
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,60～64歳,52.91,201.43,836.35
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,65～69歳,54.99,184.56,844.44
2021,28,兵庫県,O,教育，学習支援業,81,学校教育,70歳～,49.42,115.7,708.74
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,年齢計,29.86,58.96,417.28
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,～19歳,16.16,0,193.92
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,20～24歳,22.79,13.28,286.76
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,25～29歳,24.21,26.97,317.49
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,30～34歳,27.94,43.95,379.23
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,35～39歳,28.96,61.99,409.51
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,40～44歳,31.2,65.67,440.07
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,45～49歳,35.5,88.85,514.85
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,50～54歳,32.34,78.67,466.75
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,55～59歳,37.36,90.97,539.29
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,60～64歳,29.79,68.88,426.36
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,65～69歳,24.01,11.7,299.82
2021,28,兵庫県,O,教育，学習支援業,82,その他の教育，学習支援業,70歳～,14.11,0,169.32
2021,28,兵庫県,P,医療，福祉,83,医療業,年齢計,32.58,75.47,466.43
2021,28,兵庫県,P,医療，福祉,83,医療業,～19歳,-,-,-
2021,28,兵庫県,P,医療，福祉,83,医療業,20～24歳,24.43,31.37,324.53
2021,28,兵庫県,P,医療，福祉,83,医療業,25～29歳,27.72,57.62,390.26
2021,28,兵庫県,P,医療，福祉,83,医療業,30～34歳,28.13,61.88,399.44
2021,28,兵庫県,P,医療，福祉,83,医療業,35～39歳,34.55,73.42,488.02
2021,28,兵庫県,P,医療，福祉,83,医療業,40～44歳,32.09,88.07,473.15
2021,28,兵庫県,P,医療，福祉,83,医療業,45～49歳,32,90.61,474.61
2021,28,兵庫県,P,医療，福祉,83,医療業,50～54歳,45.52,96.11,642.35
2021,28,兵庫県,P,医療，福祉,83,医療業,55～59歳,34,87.86,495.86
2021,28,兵庫県,P,医療，福祉,83,医療業,60～64歳,30.19,90,452.28
2021,28,兵庫県,P,医療，福祉,83,医療業,65～69歳,51.85,68.81,691.01
2021,28,兵庫県,P,医療，福祉,83,医療業,70歳～,23.76,89.01,374.13
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,年齢計,27.33,26.14,354.1
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,～19歳,-,-,-
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,20～24歳,26.2,7.16,321.56
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,25～29歳,24.06,19.48,308.2
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,30～34歳,25.52,17.36,323.6
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,35～39歳,27.51,35.59,365.71
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,40～44歳,29.01,55.14,403.26
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,45～49歳,23.16,16.86,294.78
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,50～54歳,29.12,11,360.44
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,55～59歳,30.48,32.76,398.52
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,60～64歳,22.47,31.86,301.5
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,65～69歳,28.62,17.07,360.51
2021,28,兵庫県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,70歳～,33.28,23.48,422.84
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,年齢計,28.22,90.65,429.29
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,～19歳,18.41,24.58,245.5
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,20～24歳,21.8,45.82,307.42
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,25～29歳,22.68,69.26,341.42
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,30～34歳,24.22,70.28,360.92
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,35～39歳,26.5,85.3,403.3
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,40～44歳,30.65,106.52,474.32
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,45～49歳,30.58,103.16,470.12
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,50～54歳,36.61,170.5,609.82
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,55～59歳,33.95,141.33,548.73
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,60～64歳,23.25,32.46,311.46
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,65～69歳,20.55,7.01,253.61
2021,28,兵庫県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,70歳～,19.4,3.63,236.43
2021,29,奈良県,E,製造業,09,食料品製造業,年齢計,20.3,15.56,259.16
2021,29,奈良県,E,製造業,09,食料品製造業,～19歳,16.46,2.56,200.08
2021,29,奈良県,E,製造業,09,食料品製造業,20～24歳,16.69,3.47,203.75
2021,29,奈良県,E,製造業,09,食料品製造業,25～29歳,19.48,20.35,254.11
2021,29,奈良県,E,製造業,09,食料品製造業,30～34歳,20.86,19.05,269.37
2021,29,奈良県,E,製造業,09,食料品製造業,35～39歳,19.9,15.23,254.03
2021,29,奈良県,E,製造業,09,食料品製造業,40～44歳,20.6,18.25,265.45
2021,29,奈良県,E,製造業,09,食料品製造業,45～49歳,24.18,28.87,319.03
2021,29,奈良県,E,製造業,09,食料品製造業,50～54歳,24.9,29.85,328.65
2021,29,奈良県,E,製造業,09,食料品製造業,55～59歳,22.25,18.07,285.07
2021,29,奈良県,E,製造業,09,食料品製造業,60～64歳,18.79,8.23,233.71
2021,29,奈良県,E,製造業,09,食料品製造業,65～69歳,17.91,3.53,218.45
2021,29,奈良県,E,製造業,09,食料品製造業,70歳～,17.25,1.36,208.36
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,年齢計,20.76,44.48,293.6
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,～19歳,-,-,-
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,20～24歳,17.8,0.8,214.4
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,25～29歳,18.63,16.39,239.95
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,30～34歳,19.5,26.7,260.7
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,35～39歳,14.77,0,177.24
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,40～44歳,23.33,57.32,337.28
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,45～49歳,21.85,74.77,336.97
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,50～54歳,23.12,64.08,341.52
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,55～59歳,19.81,50,287.72
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,60～64歳,19.34,24,256.08
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,65～69歳,-,-,-
2021,29,奈良県,E,製造業,10,飲料・たばこ・飼料製造業,70歳～,-,-,-
2021,29,奈良県,E,製造業,11,繊維工業,年齢計,23.17,39.6,317.64
2021,29,奈良県,E,製造業,11,繊維工業,～19歳,17.29,7.54,215.02
2021,29,奈良県,E,製造業,11,繊維工業,20～24歳,18.48,30.03,251.79
2021,29,奈良県,E,製造業,11,繊維工業,25～29歳,17.95,23.74,239.14
2021,29,奈良県,E,製造業,11,繊維工業,30～34歳,17.03,16.19,220.55
2021,29,奈良県,E,製造業,11,繊維工業,35～39歳,25.08,63.13,364.09
2021,29,奈良県,E,製造業,11,繊維工業,40～44歳,30.14,71.24,432.92
2021,29,奈良県,E,製造業,11,繊維工業,45～49歳,23.51,37.78,319.9
2021,29,奈良県,E,製造業,11,繊維工業,50～54歳,29.99,55,414.88
2021,29,奈良県,E,製造業,11,繊維工業,55～59歳,31.81,57.57,439.29
2021,29,奈良県,E,製造業,11,繊維工業,60～64歳,23,39.6,315.6
2021,29,奈良県,E,製造業,11,繊維工業,65～69歳,21.79,41.91,303.39
2021,29,奈良県,E,製造業,11,繊維工業,70歳～,13.61,16.3,179.62
2021,29,奈良県,E,製造業,12,木材・木製品製造業（家具を除く）,年齢計,22.68,9.48,281.64
2021,29,奈良県,E,製造業,12,木材・木製品製造業（家具を除く）,～19歳,13.42,0,161.04
2021,29,奈良県,E,製造業,12,木材・木製品製造業（家具を除く）,20～24歳,17.57,0,210.84
2021,29,奈良県,E,製造業,12,木材・木製品製造業（家具を除く）,25～29歳,18.06,3.11,219.83
2021,29,奈良県,E,製造業,12,木材・木製品製造業（家具を除く）,30～34歳,21.24,12.94,267.82
2021,29,奈良県,E,製造業,12,木材・木製品製造業（家具を除く）,35～39歳,22.47,11.5,281.14
2021,29,奈良県,E,製造業,12,木材・木製品製造業（家具を除く）,40～44歳,23.53,8.95,291.31
2021,29,奈良県,E,製造業,12,木材・木製品製造業（家具を除く）,45～49歳,22.77,11.6,284.84
2021,29,奈良県,E,製造業,12,木材・木製品製造業（家具を除く）,50～54歳,28,9.23,345.23
2021,29,奈良県,E,製造業,12,木材・木製品製造業（家具を除く）,55～59歳,26.32,18.82,334.66
2021,29,奈良県,E,製造業,12,木材・木製品製造業（家具を除く）,60～64歳,26.09,10.52,323.6
2021,29,奈良県,E,製造業,12,木材・木製品製造業（家具を除く）,65～69歳,18.44,1.91,223.19
2021,29,奈良県,E,製造業,12,木材・木製品製造業（家具を除く）,70歳～,-,-,-
2021,29,奈良県,E,製造業,13,家具・装備品製造業,年齢計,28.53,87.36,429.72
2021,29,奈良県,E,製造業,13,家具・装備品製造業,～19歳,-,-,-
2021,29,奈良県,E,製造業,13,家具・装備品製造業,20～24歳,21.17,63.24,317.28
2021,29,奈良県,E,製造業,13,家具・装備品製造業,25～29歳,21.29,60.1,315.58
2021,29,奈良県,E,製造業,13,家具・装備品製造業,30～34歳,25.53,101.27,407.63
2021,29,奈良県,E,製造業,13,家具・装備品製造業,35～39歳,29.27,110.15,461.39
2021,29,奈良県,E,製造業,13,家具・装備品製造業,40～44歳,26.29,40.03,355.51
2021,29,奈良県,E,製造業,13,家具・装備品製造業,45～49歳,37.69,129.02,581.3
2021,29,奈良県,E,製造業,13,家具・装備品製造業,50～54歳,37.88,133.86,588.42
2021,29,奈良県,E,製造業,13,家具・装備品製造業,55～59歳,29.78,83.34,440.7
2021,29,奈良県,E,製造業,13,家具・装備品製造業,60～64歳,22.31,44.98,312.7
2021,29,奈良県,E,製造業,13,家具・装備品製造業,65～69歳,22.59,16.46,287.54
2021,29,奈良県,E,製造業,13,家具・装備品製造業,70歳～,19.85,52.69,290.89
2021,29,奈良県,E,製造業,14,パルプ・紙・紙加工品製造業,年齢計,27.5,100.68,430.68
2021,29,奈良県,E,製造業,14,パルプ・紙・紙加工品製造業,～19歳,17.31,31.65,239.37
2021,29,奈良県,E,製造業,14,パルプ・紙・紙加工品製造業,20～24歳,19.98,66.38,306.14
2021,29,奈良県,E,製造業,14,パルプ・紙・紙加工品製造業,25～29歳,22.91,92.02,366.94
2021,29,奈良県,E,製造業,14,パルプ・紙・紙加工品製造業,30～34歳,23.57,112.83,395.67
2021,29,奈良県,E,製造業,14,パルプ・紙・紙加工品製造業,35～39歳,28.52,108.53,450.77
2021,29,奈良県,E,製造業,14,パルプ・紙・紙加工品製造業,40～44歳,25.88,105.53,416.09
2021,29,奈良県,E,製造業,14,パルプ・紙・紙加工品製造業,45～49歳,35.1,138.63,559.83
2021,29,奈良県,E,製造業,14,パルプ・紙・紙加工品製造業,50～54歳,35.31,119.74,543.46
2021,29,奈良県,E,製造業,14,パルプ・紙・紙加工品製造業,55～59歳,29.11,102.39,451.71
2021,29,奈良県,E,製造業,14,パルプ・紙・紙加工品製造業,60～64歳,21.18,5.97,260.13
2021,29,奈良県,E,製造業,14,パルプ・紙・紙加工品製造業,65～69歳,16.99,2,205.88
2021,29,奈良県,E,製造業,14,パルプ・紙・紙加工品製造業,70歳～,-,-,-
2021,29,奈良県,E,製造業,15,印刷・同関連業,年齢計,26.77,64.77,386.01
2021,29,奈良県,E,製造業,15,印刷・同関連業,～19歳,17.72,0,212.64
2021,29,奈良県,E,製造業,15,印刷・同関連業,20～24歳,19.39,34.95,267.63
2021,29,奈良県,E,製造業,15,印刷・同関連業,25～29歳,20.75,42.47,291.47
2021,29,奈良県,E,製造業,15,印刷・同関連業,30～34歳,23.99,55.95,343.83
2021,29,奈良県,E,製造業,15,印刷・同関連業,35～39歳,24.06,60.46,349.18
2021,29,奈良県,E,製造業,15,印刷・同関連業,40～44歳,28.06,76.68,413.4
2021,29,奈良県,E,製造業,15,印刷・同関連業,45～49歳,29.33,66.47,418.43
2021,29,奈良県,E,製造業,15,印刷・同関連業,50～54歳,31.52,102.86,481.1
2021,29,奈良県,E,製造業,15,印刷・同関連業,55～59歳,29.31,64.98,416.7
2021,29,奈良県,E,製造業,15,印刷・同関連業,60～64歳,21.16,19.37,273.29
2021,29,奈良県,E,製造業,15,印刷・同関連業,65～69歳,-,-,-
2021,29,奈良県,E,製造業,15,印刷・同関連業,70歳～,-,-,-
2021,29,奈良県,E,製造業,16,化学工業,年齢計,30.29,103.33,466.81
2021,29,奈良県,E,製造業,16,化学工業,～19歳,17.97,18.51,234.15
2021,29,奈良県,E,製造業,16,化学工業,20～24歳,20.62,47.47,294.91
2021,29,奈良県,E,製造業,16,化学工業,25～29歳,23.76,61.74,346.86
2021,29,奈良県,E,製造業,16,化学工業,30～34歳,25.83,92.56,402.52
2021,29,奈良県,E,製造業,16,化学工業,35～39歳,27.49,102.55,432.43
2021,29,奈良県,E,製造業,16,化学工業,40～44歳,32.68,107.38,499.54
2021,29,奈良県,E,製造業,16,化学工業,45～49歳,34.61,120.21,535.53
2021,29,奈良県,E,製造業,16,化学工業,50～54歳,37.82,162.95,616.79
2021,29,奈良県,E,製造業,16,化学工業,55～59歳,40.05,147.02,627.62
2021,29,奈良県,E,製造業,16,化学工業,60～64歳,39.06,135.74,604.46
2021,29,奈良県,E,製造業,16,化学工業,65～69歳,20.16,55.61,297.53
2021,29,奈良県,E,製造業,16,化学工業,70歳～,23.98,24.78,312.54
2021,29,奈良県,E,製造業,18,プラスチック製品製造業（別掲を除く）,年齢計,26.07,56.55,369.39
2021,29,奈良県,E,製造業,18,プラスチック製品製造業（別掲を除く）,～19歳,15.37,36.69,221.13
2021,29,奈良県,E,製造業,18,プラスチック製品製造業（別掲を除く）,20～24歳,18.74,32.14,257.02
2021,29,奈良県,E,製造業,18,プラスチック製品製造業（別掲を除く）,25～29歳,21.66,37.7,297.62
2021,29,奈良県,E,製造業,18,プラスチック製品製造業（別掲を除く）,30～34歳,25.45,51.72,357.12
2021,29,奈良県,E,製造業,18,プラスチック製品製造業（別掲を除く）,35～39歳,29.75,66.53,423.53
2021,29,奈良県,E,製造業,18,プラスチック製品製造業（別掲を除く）,40～44歳,28.18,73.56,411.72
2021,29,奈良県,E,製造業,18,プラスチック製品製造業（別掲を除く）,45～49歳,30.49,75.06,440.94
2021,29,奈良県,E,製造業,18,プラスチック製品製造業（別掲を除く）,50～54歳,27.22,58.4,385.04
2021,29,奈良県,E,製造業,18,プラスチック製品製造業（別掲を除く）,55～59歳,26.16,63.87,377.79
2021,29,奈良県,E,製造業,18,プラスチック製品製造業（別掲を除く）,60～64歳,28.28,31.95,371.31
2021,29,奈良県,E,製造業,18,プラスチック製品製造業（別掲を除く）,65～69歳,16.07,35.52,228.36
2021,29,奈良県,E,製造業,18,プラスチック製品製造業（別掲を除く）,70歳～,15.22,27.58,210.22
2021,29,奈良県,E,製造業,19,ゴム製品製造業,年齢計,33.83,103.6,509.56
2021,29,奈良県,E,製造業,19,ゴム製品製造業,～19歳,16.99,16.75,220.63
2021,29,奈良県,E,製造業,19,ゴム製品製造業,20～24歳,23.67,41.12,325.16
2021,29,奈良県,E,製造業,19,ゴム製品製造業,25～29歳,21.62,64.04,323.48
2021,29,奈良県,E,製造業,19,ゴム製品製造業,30～34歳,26.68,84.05,404.21
2021,29,奈良県,E,製造業,19,ゴム製品製造業,35～39歳,29.07,114.84,463.68
2021,29,奈良県,E,製造業,19,ゴム製品製造業,40～44歳,33.12,97.48,494.92
2021,29,奈良県,E,製造業,19,ゴム製品製造業,45～49歳,41.36,135.39,631.71
2021,29,奈良県,E,製造業,19,ゴム製品製造業,50～54歳,41.47,143.2,640.84
2021,29,奈良県,E,製造業,19,ゴム製品製造業,55～59歳,42.72,135.88,648.52
2021,29,奈良県,E,製造業,19,ゴム製品製造業,60～64歳,35.21,79.3,501.82
2021,29,奈良県,E,製造業,19,ゴム製品製造業,65～69歳,21.32,23.32,279.16
2021,29,奈良県,E,製造業,19,ゴム製品製造業,70歳～,19.6,3.3,238.5
2021,29,奈良県,E,製造業,21,窯業・土石製品製造業,年齢計,33.48,32.88,434.64
2021,29,奈良県,E,製造業,21,窯業・土石製品製造業,～19歳,-,-,-
2021,29,奈良県,E,製造業,21,窯業・土石製品製造業,20～24歳,21.03,15,267.36
2021,29,奈良県,E,製造業,21,窯業・土石製品製造業,25～29歳,23.12,38.89,316.33
2021,29,奈良県,E,製造業,21,窯業・土石製品製造業,30～34歳,38.34,44.13,504.21
2021,29,奈良県,E,製造業,21,窯業・土石製品製造業,35～39歳,34.51,64.22,478.34
2021,29,奈良県,E,製造業,21,窯業・土石製品製造業,40～44歳,33.92,37.44,444.48
2021,29,奈良県,E,製造業,21,窯業・土石製品製造業,45～49歳,31.59,17.24,396.32
2021,29,奈良県,E,製造業,21,窯業・土石製品製造業,50～54歳,43.87,56.45,582.89
2021,29,奈良県,E,製造業,21,窯業・土石製品製造業,55～59歳,34.51,16.46,430.58
2021,29,奈良県,E,製造業,21,窯業・土石製品製造業,60～64歳,39.46,2.72,476.24
2021,29,奈良県,E,製造業,21,窯業・土石製品製造業,65～69歳,-,-,-
2021,29,奈良県,E,製造業,21,窯業・土石製品製造業,70歳～,-,-,-
2021,29,奈良県,E,製造業,22,鉄鋼業,年齢計,27.97,42.16,377.8
2021,29,奈良県,E,製造業,22,鉄鋼業,～19歳,18.67,31.32,255.36
2021,29,奈良県,E,製造業,22,鉄鋼業,20～24歳,21.05,43.7,296.3
2021,29,奈良県,E,製造業,22,鉄鋼業,25～29歳,22.45,18.05,287.45
2021,29,奈良県,E,製造業,22,鉄鋼業,30～34歳,24.47,35.66,329.3
2021,29,奈良県,E,製造業,22,鉄鋼業,35～39歳,29.68,55.81,411.97
2021,29,奈良県,E,製造業,22,鉄鋼業,40～44歳,33.03,68.46,464.82
2021,29,奈良県,E,製造業,22,鉄鋼業,45～49歳,37.86,63.51,517.83
2021,29,奈良県,E,製造業,22,鉄鋼業,50～54歳,30.84,34.32,404.4
2021,29,奈良県,E,製造業,22,鉄鋼業,55～59歳,27.18,46.44,372.6
2021,29,奈良県,E,製造業,22,鉄鋼業,60～64歳,22.09,30.79,295.87
2021,29,奈良県,E,製造業,22,鉄鋼業,65～69歳,23.32,11.67,291.51
2021,29,奈良県,E,製造業,22,鉄鋼業,70歳～,22.92,9.82,284.86
2021,29,奈良県,E,製造業,23,非鉄金属製造業,年齢計,29.87,86.58,445.02
2021,29,奈良県,E,製造業,23,非鉄金属製造業,～19歳,17.87,29.62,244.06
2021,29,奈良県,E,製造業,23,非鉄金属製造業,20～24歳,18.89,58.74,285.42
2021,29,奈良県,E,製造業,23,非鉄金属製造業,25～29歳,22.96,68.81,344.33
2021,29,奈良県,E,製造業,23,非鉄金属製造業,30～34歳,22.8,63.51,337.11
2021,29,奈良県,E,製造業,23,非鉄金属製造業,35～39歳,29.76,104.09,461.21
2021,29,奈良県,E,製造業,23,非鉄金属製造業,40～44歳,32.78,95.79,489.15
2021,29,奈良県,E,製造業,23,非鉄金属製造業,45～49歳,33.71,100.35,504.87
2021,29,奈良県,E,製造業,23,非鉄金属製造業,50～54歳,37.77,115.19,568.43
2021,29,奈良県,E,製造業,23,非鉄金属製造業,55～59歳,37.54,96.2,546.68
2021,29,奈良県,E,製造業,23,非鉄金属製造業,60～64歳,28.42,82.46,423.5
2021,29,奈良県,E,製造業,23,非鉄金属製造業,65～69歳,80.26,59,1022.12
2021,29,奈良県,E,製造業,23,非鉄金属製造業,70歳～,-,-,-
2021,29,奈良県,E,製造業,24,金属製品製造業,年齢計,27.28,57.45,384.81
2021,29,奈良県,E,製造業,24,金属製品製造業,～19歳,17.13,0,205.56
2021,29,奈良県,E,製造業,24,金属製品製造業,20～24歳,19.63,33.91,269.47
2021,29,奈良県,E,製造業,24,金属製品製造業,25～29歳,22.17,47.66,313.7
2021,29,奈良県,E,製造業,24,金属製品製造業,30～34歳,24.46,54.72,348.24
2021,29,奈良県,E,製造業,24,金属製品製造業,35～39歳,27.23,56.66,383.42
2021,29,奈良県,E,製造業,24,金属製品製造業,40～44歳,31.17,74.15,448.19
2021,29,奈良県,E,製造業,24,金属製品製造業,45～49歳,30.39,69.23,433.91
2021,29,奈良県,E,製造業,24,金属製品製造業,50～54歳,32.25,74.93,461.93
2021,29,奈良県,E,製造業,24,金属製品製造業,55～59歳,31.35,80.83,457.03
2021,29,奈良県,E,製造業,24,金属製品製造業,60～64歳,25.76,37.14,346.26
2021,29,奈良県,E,製造業,24,金属製品製造業,65～69歳,25.84,25.55,335.63
2021,29,奈良県,E,製造業,24,金属製品製造業,70歳～,33.05,31.61,428.21
2021,29,奈良県,E,製造業,25,はん用機械器具製造業,年齢計,27.86,88.26,422.58
2021,29,奈良県,E,製造業,25,はん用機械器具製造業,～19歳,15.86,8.83,199.15
2021,29,奈良県,E,製造業,25,はん用機械器具製造業,20～24歳,19.42,58.77,291.81
2021,29,奈良県,E,製造業,25,はん用機械器具製造業,25～29歳,21.73,59.89,320.65
2021,29,奈良県,E,製造業,25,はん用機械器具製造業,30～34歳,23.68,76.55,360.71
2021,29,奈良県,E,製造業,25,はん用機械器具製造業,35～39歳,26.48,88.94,406.7
2021,29,奈良県,E,製造業,25,はん用機械器具製造業,40～44歳,28.66,90.78,434.7
2021,29,奈良県,E,製造業,25,はん用機械器具製造業,45～49歳,26.4,87.44,404.24
2021,29,奈良県,E,製造業,25,はん用機械器具製造業,50～54歳,34.1,108.39,517.59
2021,29,奈良県,E,製造業,25,はん用機械器具製造業,55～59歳,36.83,125.07,567.03
2021,29,奈良県,E,製造業,25,はん用機械器具製造業,60～64歳,23.07,73.4,350.24
2021,29,奈良県,E,製造業,25,はん用機械器具製造業,65～69歳,30.13,61.92,423.48
2021,29,奈良県,E,製造業,25,はん用機械器具製造業,70歳～,39.32,107.65,579.49
2021,29,奈良県,E,製造業,26,生産用機械器具製造業,年齢計,38.72,39.86,504.5
2021,29,奈良県,E,製造業,26,生産用機械器具製造業,～19歳,16.5,0,198
